sun_sign,trait_primary,trait_shadow,dominant_emotion,dominant_mood,sentiment_band,mood_trend,cosmic_mood_focus,cosmic_emotion_focus,cosmic_feeling_focus
Scorpio,intense,guarded,anger,Happy,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,neutral,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,positive,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,neutral,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,neutral,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,neutral,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,neutral,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,neutral,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,positive,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,neutral,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,negative,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,neutral,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,negative,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Happy,neutral,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,positive,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,neutral,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,positive,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,negative,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,positive,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,negative,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,neutral,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,positive,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,positive,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,negative,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,positive,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,negative,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,negative,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,negative,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,neutral,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Happy,positive,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,neutral,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,neutral,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,negative,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,neutral,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Happy,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,positive,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,neutral,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,neutral,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,positive,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,positive,steady,intense balance,sadness regulation,from guarded to grounded
